Data;Temperatura;Umidade;Maquina;Vibracao1;Vibracao2;Vibracao3;Vibracao4;Vibracao5;Vibracao6;HorasDesdeAUltimaFalha;FalharaEmBreve
2016-07-01;66;88;Afrodite;1134;809;1602;349;1774;1568;155;Não
2016-03-03;63;81;Afrodite;291;642;451;1017;1725;1266;47;Não
2016-03-21;61;79;Afrodite;1156;197;445;1351;1157;1972;39;Não
2016-03-11;65;80;Afrodite;743;1861;213;1048;545;904;37;Não
2016-11-27;68;79;Afrodite;693;1422;1241;1973;1892;1354;44;Não
2016-03-20;62;81;Afrodite;1542;1244;2003;1288;1578;1883;1;Não
2016-09-14;68;94;Afrodite;1399;955;1191;637;1615;1218;146;Não
2016-02-22;67;77;Afrodite;1347;1575;724;585;1384;828;94;Não
2016-07-16;67;90;Afrodite;1977;1307;583;1636;896;498;21;Não
2016-08-08;62;87;Afrodite;1679;1138;1674;710;1071;1545;65;Não
2016-03-03;60;82;Afrodite;429;318;388;342;1553;1552;46;Não
2016-06-12;66;88;Afrodite;1214;734;1585;1995;1360;1446;141;Não
2016-11-03;64;84;Afrodite;319;552;622;1443;750;430;186;Não
2016-02-19;66;84;Afrodite;859;1364;1179;1451;650;908;26;Não
2016-01-11;61;78;Afrodite;1629;908;1759;1529;1715;1235;11;Não
2016-11-12;67;83;Afrodite;1266;1208;1281;884;1662;1333;57;Não
2016-02-23;61;84;Afrodite;1323;1903;485;1260;1917;532;130;Não
2016-10-29;68;79;Afrodite;1243;1192;1905;484;977;165;71;Não
2016-08-15;64;88;Afrodite;683;365;1013;808;378;739;63;Não
2016-07-19;67;83;Afrodite;1855;1883;1176;1937;1314;1113;96;Não
2016-11-07;68;82;Afrodite;1158;1844;1256;611;671;647;9;Não
2016-05-02;66;85;Afrodite;182;1906;1838;1182;238;1400;119;Não
2016-06-21;64;92;Afrodite;792;209;1175;1451;1253;1116;40;Não
2016-05-25;64;87;Afrodite;1154;1304;431;732;233;1689;14;Não
2016-06-27;64;84;Afrodite;1294;1938;1143;403;767;1288;53;Não
2016-02-01;64;81;Afrodite;518;1714;439;828;618;1147;49;Não
2016-11-03;63;81;Afrodite;1626;1062;1183;1806;557;315;184;Não
2016-12-04;68;81;Afrodite;1684;1621;1979;1414;1784;200;12;Não
2016-07-19;67;89;Afrodite;461;1562;220;1250;261;1943;90;Não
2016-06-24;65;88;Afrodite;1027;462;1299;801;1577;940;15;Não
2016-06-07;68;83;Afrodite;715;1383;1554;1333;372;1990;28;Não
2016-07-16;65;81;Afrodite;1306;1838;1424;194;455;1555;18;Não
2016-02-04;65;81;Afrodite;1085;1539;278;1976;1488;1116;118;Não
2016-05-17;62;79;Afrodite;236;411;867;1829;833;736;1;Não
2016-12-13;61;80;Afrodite;1675;1682;522;208;1491;1710;127;Não
2016-11-15;62;89;Afrodite;1352;1348;1116;693;1359;156;128;Não
2016-02-13;60;80;Afrodite;1321;548;807;993;845;621;34;Não
2016-06-07;65;81;Afrodite;848;1876;1681;590;1085;1366;26;Não
2016-11-06;68;86;Afrodite;908;163;1948;1811;1695;1899;24;Não
2016-12-07;68;83;Afrodite;1809;518;855;1571;2006;1217;16;Não
2016-09-16;66;92;Afrodite;1047;934;1920;279;1962;354;188;Não
2016-02-11;62;84;Afrodite;791;245;1715;210;1166;475;20;Não
2016-01-30;63;77;Afrodite;436;1952;984;1794;742;1316;6;Não
2016-05-31;61;82;Afrodite;370;1606;1212;1606;381;309;8;Não
2016-05-02;67;88;Afrodite;1321;1201;1272;390;1001;1486;121;Não
2016-04-22;63;77;Afrodite;538;1809;1650;1136;539;1237;260;Não
2016-03-18;61;79;Afrodite;765;365;1529;746;269;1079;25;Não
2016-02-22;60;75;Afrodite;1212;705;677;2006;1916;1540;93;Não
2016-10-25;68;80;Afrodite;260;271;1992;1278;197;1242;265;Não
2016-01-26;66;80;Afrodite;1411;800;644;1466;1987;295;83;Não
2016-10-26;68;88;Afrodite;807;1321;1368;495;651;823;1;Não
2016-07-30;64;86;Afrodite;266;1392;197;806;1085;1184;112;Não
2016-05-19;61;77;Afrodite;1540;1396;896;497;950;1996;45;Não
2016-06-07;66;80;Afrodite;1994;1778;1919;442;1012;1211;25;Não
2016-08-15;67;95;Afrodite;1929;1090;380;489;686;1193;62;Não
2016-02-26;63;77;Afrodite;1330;1434;1568;1474;1554;474;30;Não
2016-03-05;63;82;Afrodite;999;520;1629;637;1789;1171;1;Não
2016-02-01;61;78;Afrodite;730;1274;1623;1749;344;1537;46;Não
2016-08-21;65;88;Afrodite;1826;1569;585;305;335;925;210;Não
2016-12-25;60;76;Afrodite;396;1569;1454;1544;1136;231;4;Não
2016-04-17;62;78;Afrodite;803;886;1824;1481;1267;1170;151;Não
2016-12-07;68;81;Afrodite;470;1897;822;1197;257;1572;10;Não
2016-03-14;61;77;Afrodite;850;723;517;1441;1844;1165;39;Não
2016-01-09;68;81;Afrodite;1436;1794;516;1562;1973;1974;57;Não
2016-04-19;61;78;Afrodite;487;1887;1948;1384;618;1790;189;Não
2016-12-01;60;77;Afrodite;1398;1741;1397;648;1730;1258;7;Não
2016-08-14;66;94;Afrodite;829;445;661;1496;1614;1787;33;Não
2016-01-23;61;81;Afrodite;646;1733;1289;1934;1241;1387;17;Não
2016-10-16;65;81;Afrodite;1794;333;1904;354;1545;1007;48;Não
2016-07-09;60;83;Afrodite;1099;1029;560;535;891;1508;35;Não
2016-05-01;60;80;Afrodite;865;1958;534;960;454;1833;92;Não
2016-10-16;62;85;Afrodite;703;594;1326;358;1293;1230;50;Não
2016-03-11;65;75;Afrodite;1543;800;516;1100;1584;1889;34;Não
2016-01-08;63;78;Afrodite;941;1344;476;1560;635;979;21;Não
2016-04-13;65;82;Afrodite;498;1454;1249;915;1159;1029;45;Não
2016-06-07;65;87;Afrodite;1869;1364;414;2010;629;1793;32;Não
2016-06-19;60;89;Afrodite;776;1696;779;1488;1643;1136;5;Não
2016-10-13;65;89;Afrodite;1163;1420;1241;1197;942;1940;105;Não
2016-08-05;67;86;Afrodite;1523;304;1194;1050;1498;1268;91;Não
2016-09-08;67;84;Afrodite;913;1371;1501;1360;1182;1462;5;Não
2016-06-21;61;93;Afrodite;1529;686;1407;222;849;168;43;Não
2016-01-23;63;80;Afrodite;1300;1895;1586;1841;832;1100;15;Não
2016-02-16;66;85;Afrodite;653;465;1966;1792;233;630;12;Não
2016-03-29;61;80;Afrodite;1150;1533;378;1759;1379;1491;76;Não
2016-02-04;68;84;Afrodite;734;1108;489;949;1143;1959;121;Não
2016-08-30;63;92;Afrodite;1804;1013;847;1507;326;1387;188;Não
2016-10-04;64;110;Afrodite;1773;1081;838;386;1966;1256;20;Não
2016-10-07;5;85;Afrodite;1108;1037;1265;1282;1946;490;92;Não
2016-05-08;66;83;Afrodite;834;1566;1002;1302;1996;1606;86;Não
2016-08-26;67;87;Afrodite;208;641;1178;2004;739;391;84;Não
2016-01-11;62;82;Afrodite;185;1177;663;1043;180;1638;10;Não
2016-06-16;66;83;Afrodite;1995;1356;1746;433;1321;1224;245;Não
2016-05-04;63;78;Afrodite;1082;626;278;1188;1053;829;160;Não
2016-09-29;66;90;Afrodite;681;1078;1913;1232;1946;267;56;Não
2016-04-25;60;77;Afrodite;1314;847;1669;958;1330;361;334;Não
2016-05-23;65;85;Afrodite;1885;686;1479;1154;1734;1542;18;Não
2016-07-24;63;91;Afrodite;1376;513;1116;1725;1124;1883;202;Não
2016-01-02;63;78;Afrodite;275;424;1791;1251;271;1399;120;Não
2016-04-10;63;86;Afrodite;1697;1702;916;1943;1825;1648;60;Não
2016-07-09;63;81;Afrodite;1087;804;1197;947;692;640;37;Não
2016-10-16;65;84;Afrodite;1492;488;1311;1266;941;560;51;Não
2016-08-17;60;93;Afrodite;207;791;1343;785;684;424;104;Não
2016-02-13;64;79;Afrodite;473;1545;219;180;567;1325;31;Não
2016-11-24;65;78;Afrodite;1738;1941;741;852;1186;716;168;Não
2016-10-04;62;81;Afrodite;1368;1753;849;1805;1471;687;21;Não
2016-11-06;66;81;Afrodite;1897;1594;1038;304;1325;1931;29;Não
2016-10-14;66;90;Afrodite;965;1945;389;1058;500;673;6;Não
2016-10-01;60;92;Afrodite;326;765;661;834;326;1759;10;Não
2016-02-14;60;80;Afrodite;1047;674;784;1448;274;627;31;Não
2016-01-24;61;81;Afrodite;238;1032;852;1051;1425;601;47;Não
2016-11-04;68;86;Afrodite;1272;1371;1420;1353;1267;166;19;Não
2016-11-21;68;86;Afrodite;356;1005;1825;266;1740;967;90;Não
2016-08-17;63;82;Afrodite;974;186;354;1975;312;337;101;Não
2016-06-27;63;81;Afrodite;1955;283;412;865;1040;493;48;Não
2016-08-03;61;92;Afrodite;193;643;790;691;1299;172;52;Não
2016-05-01;67;88;Afrodite;641;1558;1297;1687;1347;1212;91;Não
2016-01-20;63;83;Afrodite;271;215;1117;696;1186;2006;15;Não
2016-12-18;66;78;Afrodite;1645;1729;385;746;206;923;23;Não
2016-07-27;62;93;Afrodite;1641;1190;1120;702;1132;1007;39;Não
2016-04-08;63;77;Afrodite;1872;958;1882;1962;1444;1416;19;Não
2016-04-08;63;82;Afrodite;1153;1556;327;555;1262;374;22;Não
2016-04-14;63;83;Afrodite;758;844;1019;1985;179;353;79;Não
2016-12-28;60;76;Afrodite;1251;1866;1943;1737;859;830;79;Não
2016-07-16;65;84;Afrodite;1132;1411;1229;1745;1574;1121;24;Não
2016-10-14;64;86;Afrodite;1989;524;544;1718;737;1919;11;Não
2016-06-07;60;79;Afrodite;1349;1677;543;506;970;1685;31;Não
2016-03-17;67;86;Afrodite;1236;1327;729;592;1150;1946;108;Não
2016-01-20;65;78;Afrodite;900;1788;1408;1577;1017;637;12;Não
2016-05-29;61;83;Afrodite;325;1004;769;1483;1858;451;53;Não
2016-03-23;60;82;Afrodite;1236;662;597;215;169;745;9;Não
2016-02-20;66;77;Afrodite;241;1764;1543;1409;1725;1419;55;Não
2016-01-14;62;85;Afrodite;1194;1365;840;1778;1506;1089;35;Não
2016-12-03;62;79;Afrodite;1970;1246;1116;746;1979;500;48;Não
2016-03-29;60;87;Afrodite;1869;732;434;1224;1922;1013;73;Não
2016-06-22;65;84;Afrodite;1899;662;506;1968;814;1201;74;Não
2016-01-29;63;85;Afrodite;1502;1316;396;687;1082;1669;5;Não
2016-05-19;60;81;Afrodite;1736;1671;1024;635;1565;1656;43;Não
2016-09-13;66;82;Afrodite;1503;755;734;1860;1573;207;118;Não
2016-10-28;66;77;Afrodite;1479;1750;1181;639;1513;369;42;Não
2016-09-05;66;93;Afrodite;973;488;269;1477;165;200;28;Não
2016-02-20;65;78;Afrodite;1628;1941;417;1022;228;169;58;Não
2016-04-11;62;77;Afrodite;1864;940;1670;179;1433;1146;7;Não
2016-03-05;67;85;Afrodite;738;694;1662;1936;1442;741;5;Não
2016-09-19;62;94;Afrodite;561;1494;1432;505;1002;1991;42;Não
2016-12-06;61;81;Afrodite;976;1765;745;1225;853;1271;51;Não
2016-08-29;62;93;Afrodite;593;828;978;1090;1329;1700;155;Não
2016-09-16;66;93;Afrodite;1984;1620;1400;1574;461;262;187;Não
2016-09-25;67;91;Afrodite;671;795;1521;955;1127;934;19;Não
2016-04-22;63;88;Afrodite;1712;1759;708;752;975;1850;262;Não
2016-02-11;67;75;Afrodite;1002;801;730;1816;1857;1955;23;Não
2016-01-09;61;77;Afrodite;1307;1435;1326;571;1505;668;52;Não
2016-06-09;67;81;Afrodite;1713;1766;795;210;1359;1371;67;Não
2016-05-31;67;83;Afrodite;1351;1591;550;1760;399;1239;4;Não
2016-12-15;67;81;Afrodite;421;558;614;694;985;1237;168;Não
2016-01-06;67;84;Afrodite;1988;1418;323;1595;1527;1124;56;Não
2016-12-03;67;78;Afrodite;1953;817;1530;976;1330;253;45;Não
2016-12-07;63;76;Afrodite;487;1108;1396;2005;963;1997;13;Não
2016-01-06;63;75;Afrodite;1124;461;298;605;1753;1685;50;Não
2016-06-19;68;93;Afrodite;1743;1853;488;775;1105;1396;2;Não
2016-10-11;64;87;Afrodite;299;1196;1062;1489;200;794;61;Não
2016-07-15;64;84;Afrodite;409;1562;705;619;1781;473;3;Não
2016-01-21;62;78;Afrodite;213;1216;748;1602;1639;449;8;Não
2016-04-13;63;86;Afrodite;983;412;1532;1419;1444;1076;49;Não
2016-08-29;60;82;Afrodite;1294;535;754;586;525;511;154;Não
2016-12-18;68;84;Afrodite;884;800;1511;1930;1379;1537;21;Não
2016-09-28;67;80;Afrodite;1632;176;689;2002;1915;908;26;Não
2016-02-22;60;85;Afrodite;1622;1586;1935;1962;1841;497;98;Não
2016-04-26;62;83;Afrodite;773;658;1493;1386;522;1039;364;Não
2016-05-16;64;85;Afrodite;872;599;167;1416;272;1997;90;Não
2016-03-29;68;77;Afrodite;882;348;1573;1867;1320;1233;71;Não
2016-12-27;62;81;Afrodite;1384;875;988;1027;1789;428;43;Não
2016-04-11;65;88;Afrodite;1451;1277;1714;548;1320;305;8;Não
2016-07-22;62;88;Afrodite;1220;1197;1535;292;375;536;161;Não
2016-12-21;65;82;Afrodite;820;1389;1710;1224;1582;1368;95;Não
2016-09-17;60;82;Afrodite;940;850;857;1931;201;848;3;Não
2016-11-13;66;88;Afrodite;1393;1692;967;818;1185;210;88;Não
2016-10-11;65;88;Afrodite;1854;822;862;807;1931;1536;62;Não
2016-01-30;64;80;Afrodite;431;230;274;310;1432;1975;9;Não
2016-06-18;67;91;Afrodite;1625;186;760;740;1342;788;281;Não
2016-10-14;65;84;Afrodite;1882;1538;1015;1892;1317;1178;8;Não
2016-05-07;67;83;Afrodite;778;318;386;318;1019;504;57;Não
2016-12-07;68;77;Afrodite;174;557;1579;1331;179;1511;14;Não
2016-05-02;67;79;Afrodite;246;1480;1187;1059;485;1131;124;Não
2016-04-05;68;88;Afrodite;1970;1441;1032;1027;368;879;71;Não
2016-07-06;62;87;Afrodite;280;774;412;1424;849;715;267;Não
2016-06-01;67;88;Afrodite;525;1992;532;331;1625;763;14;Não
2016-11-16;65;85;Afrodite;227;1130;1207;1341;857;941;20;Não
2016-12-19;64;79;Afrodite;692;1114;838;676;453;297;51;Não
2016-03-09;63;85;Afrodite;1050;506;231;1608;1281;680;12;Não
2016-11-25;68;80;Afrodite;996;682;1199;1367;1548;1456;6;Não
2016-10-23;65;92;Afrodite;915;908;1466;1051;1085;610;223;Não
2016-07-22;65;82;Afrodite;213;1959;1681;1506;1652;689;166;Não
2016-07-04;61;92;Afrodite;1437;970;836;1230;1004;1009;226;Não
2016-02-11;64;84;Afrodite;292;374;159;766;1095;304;21;Não
2016-01-14;68;82;Afrodite;545;1974;390;310;1061;410;38;Não
2016-08-24;62;88;Afrodite;229;202;1140;773;1234;1439;46;Não
2016-10-17;66;85;Afrodite;1281;375;917;452;760;1042;84;Não
2016-11-07;60;79;Afrodite;1165;1618;1438;1429;158;1321;5;Não
2016-04-29;63;80;Afrodite;1888;1034;911;1218;617;1065;51;Não
2016-09-08;68;90;Afrodite;275;1028;781;353;636;1049;3;Não
2016-10-19;62;86;Afrodite;493;1759;1376;1943;561;1833;119;Não
2016-03-08;67;85;Afrodite;190;808;525;222;334;1606;72;Não
2016-11-27;63;75;Afrodite;402;654;804;1335;1579;394;42;Não
2016-05-07;64;86;Afrodite;600;1527;260;1524;936;777;53;Não
2016-10-23;64;80;Afrodite;168;879;1199;1156;603;479;225;Não
2016-01-11;66;83;Afrodite;452;1374;1147;1057;1975;1123;13;Não
2016-11-21;64;77;Afrodite;370;625;164;443;822;920;97;Não
2016-09-23;63;89;Afrodite;1769;1769;1600;856;268;1459;90;Não
2016-12-30;67;75;Afrodite;1915;1804;1484;273;1167;170;16;Não
2016-01-17;68;75;Afrodite;1182;801;230;909;1089;1120;111;Não
2016-12-31;65;80;Afrodite;1801;1234;1958;661;431;803;45;Não
2016-03-27;60;82;Afrodite;1083;1579;940;1518;987;1995;36;Não
2016-10-14;64;88;Afrodite;295;1688;1775;1747;1213;1766;10;Não
2016-12-10;60;84;Afrodite;1403;735;870;932;928;843;51;Não
2016-07-03;68;89;Afrodite;561;1071;1155;158;540;1301;197;Não
2016-01-29;66;82;Afrodite;759;158;273;1005;1209;1647;12;Não
2016-07-27;66;81;Afrodite;1323;1622;224;626;367;849;33;Não
2016-03-24;67;82;Afrodite;968;593;1504;1785;1176;298;46;Não
2016-03-02;61;83;Afrodite;1016;761;797;1594;1716;1719;17;Não
2016-10-23;62;85;Afrodite;236;1925;808;1580;496;931;227;Não
2016-12-01;62;77;Afrodite;1942;896;1258;576;890;1114;9;Não
2016-12-28;64;83;Afrodite;966;1600;1598;703;1963;199;73;Não
2016-02-10;65;84;Afrodite;1921;2011;552;1706;1198;1886;266;Não
2016-05-19;66;77;Afrodite;1866;1536;1576;668;583;1145;40;Não
2016-02-19;62;79;Afrodite;1339;1797;222;1533;850;1149;24;Não
2016-10-28;65;78;Afrodite;185;1249;1510;1047;444;1053;39;Não
2016-03-14;68;80;Afrodite;1898;1222;810;621;1061;793;40;Não
2016-07-30;65;89;Afrodite;1899;789;1140;1871;1942;587;110;Não
2016-09-14;65;94;Afrodite;250;1686;823;562;1233;1348;150;Não
2016-09-26;64;86;Afrodite;268;166;1860;305;1963;1002;14;Não
2016-02-08;61;79;Afrodite;471;1469;1360;462;1498;562;226;Não
2016-07-28;65;85;Afrodite;956;1031;1120;654;1017;945;66;Não
2016-02-17;64;81;Afrodite;841;1079;231;284;1681;1778;22;Não
2016-09-14;61;83;Afrodite;740;157;994;879;1298;1306;147;Não
2016-12-15;67;85;Afrodite;1109;1667;1827;822;1249;1628;167;Não
2016-04-26;63;86;Afrodite;746;603;1926;1514;1624;767;367;Não
2016-05-04;68;81;Afrodite;924;1049;631;1639;1563;726;162;Não
2016-11-09;61;83;Afrodite;182;994;308;704;1315;1195;3;Não
2016-04-01;65;80;Afrodite;544;1995;900;1081;178;1444;44;Não
2016-01-06;60;79;Afrodite;718;557;1595;998;1666;1292;53;Não
2016-11-04;65;82;Afrodite;973;210;1043;757;389;1349;24;Não
2016-09-13;65;90;Afrodite;171;1758;1744;1263;209;405;121;Não
2016-05-22;64;77;Afrodite;1469;1860;1609;951;311;1678;5;Não
2016-11-28;64;80;Afrodite;1875;979;847;354;1117;871;77;Não
2016-07-04;68;83;Afrodite;1968;1388;1844;791;1039;1043;229;Não
2016-08-18;61;94;Afrodite;1136;794;255;1169;1413;1537;132;Não
2016-07-19;65;81;Afrodite;1446;1390;204;1327;1213;363;94;Não
2016-10-11;66;80;Afrodite;323;1787;1678;1034;947;1372;60;Não
2016-09-26;66;82;Afrodite;769;1549;589;2009;1320;1821;17;Não
2016-08-27;65;94;Afrodite;1499;1271;778;390;1502;946;118;Não
2016-07-21;63;84;Afrodite;1316;1623;1099;1262;968;918;133;Não
2016-02-01;68;82;Afrodite;838;1036;333;1492;1138;526;48;Não
2016-10-08;66;86;Afrodite;443;610;715;1115;1209;1445;9;Não
2016-10-14;63;87;Afrodite;612;163;1748;1406;974;575;12;Não
2016-08-18;62;90;Afrodite;656;761;1224;965;1130;1343;133;Não
2016-07-31;68;87;Afrodite;271;542;817;975;943;1022;141;Não
2016-01-08;68;85;Afrodite;231;1855;819;1492;216;1980;24;Não
2016-08-12;61;87;Afrodite;1622;1954;725;1860;1529;923;171;Não
2016-05-26;61;85;Afrodite;1656;1576;771;340;1824;1317;25;Não
2016-03-29;68;83;Afrodite;1921;726;1715;1125;681;1118;72;Não
2016-10-29;61;83;Afrodite;1418;1809;1147;871;671;1106;68;Não
2016-08-02;64;91;Afrodite;1089;292;737;2002;187;922;25;Não
2016-03-08;68;82;Afrodite;389;1469;1975;257;295;831;70;Não
2016-04-08;62;81;Afrodite;885;1038;775;228;979;1444;26;Não
2016-09-14;62;95;Afrodite;677;382;2005;799;825;892;148;Não
2016-06-28;68;86;Afrodite;1539;316;610;1621;894;1074;84;Não
2016-09-07;66;93;Afrodite;1631;1291;347;1740;1997;740;15;Não
2016-11-03;66;88;Afrodite;1908;1913;276;770;1559;1441;187;Não
2016-03-24;61;86;Afrodite;310;1133;784;897;916;475;47;Não
2016-04-28;65;78;Afrodite;1550;882;249;1817;716;389;15;Não
2016-05-11;61;86;Afrodite;224;495;1685;1999;1380;1165;157;Não
2016-05-14;68;84;Afrodite;421;1002;252;1016;1648;1683;55;Não
2016-06-25;67;91;Afrodite;615;587;191;805;1637;1745;9;Não
2016-07-19;63;83;Afrodite;245;586;1372;461;1859;626;95;Não
2016-09-29;60;87;Afrodite;1341;1780;882;2011;853;1921;62;Não
2016-07-24;67;91;Afrodite;1215;1452;433;1118;846;390;203;Não
2016-03-23;60;84;Afrodite;632;1329;1354;865;1782;731;15;Não
2016-10-22;60;90;Afrodite;1812;1527;673;1225;1217;1678;192;Não
2016-05-19;65;84;Afrodite;1478;1661;163;814;1746;694;42;Não
2016-06-01;63;88;Afrodite;196;1413;209;757;453;797;18;Não
2016-10-01;65;91;Afrodite;1183;523;752;761;260;1134;12;Não
2016-08-30;64;87;Afrodite;1308;752;1301;1387;1997;1786;185;Não
2016-11-15;61;78;Afrodite;1269;215;1401;727;1431;1627;124;Não
2016-04-23;68;77;Afrodite;926;1758;261;1508;492;1852;293;Não
2016-03-09;60;79;Afrodite;439;491;1322;861;731;1944;10;Não
2016-07-21;68;93;Afrodite;447;1101;1523;1826;1496;288;130;Não
2016-08-21;60;85;Afrodite;1180;1378;997;1189;1014;1422;207;Não
2016-01-30;63;83;Afrodite;952;173;316;1227;710;758;11;Não
2016-09-02;68;86;Afrodite;1546;234;1532;1291;177;1256;32;Não
2016-01-17;63;85;Afrodite;845;452;1972;1550;1307;241;109;Não
2016-07-25;65;84;Afrodite;1948;1653;859;1674;1683;1640;10;Não
2016-11-19;68;80;Afrodite;896;1099;551;393;1579;324;54;Não
2016-04-04;67;86;Afrodite;1124;689;397;472;325;1507;36;Não
2016-12-16;68;80;Afrodite;1579;1467;172;742;1191;315;16;Não
2016-05-10;62;79;Afrodite;381;1215;758;288;790;521;129;Não
2016-10-31;60;84;Afrodite;1746;1949;1434;1996;1793;1948;112;Não
2016-08-11;66;93;Afrodite;499;801;932;684;1223;481;141;Não
2016-05-22;62;87;Afrodite;2002;583;649;1689;1123;1212;3;Não
2016-09-26;60;87;Afrodite;1306;1105;250;1817;316;1733;21;Não
2016-04-02;63;80;Afrodite;1217;1593;194;713;492;1920;73;Não
2016-05-01;61;81;Afrodite;295;1101;1100;379;688;479;90;Não
2016-09-20;62;80;Afrodite;290;985;1737;703;177;1135;17;Não
2016-02-17;66;83;Afrodite;538;1329;1311;1129;1501;1728;24;Não
2016-11-12;67;89;Afrodite;213;1056;693;1647;410;1074;53;Não
2016-10-10;65;81;Afrodite;475;1348;1317;518;976;370;32;Não
2016-01-03;63;85;Afrodite;1602;428;1249;1410;910;400;151;Não
2016-10-17;64;82;Afrodite;1972;1065;783;1196;1384;1249;79;Não
2016-09-23;63;85;Afrodite;1722;1210;1198;933;1030;859;85;Não
2016-02-19;66;76;Afrodite;1132;1646;563;730;263;679;25;Não
2016-11-09;60;83;Afrodite;1852;962;1553;1713;1708;1888;1;Não
2016-01-27;61;77;Afrodite;1380;1630;1340;762;1700;519;29;Não
2016-07-25;68;86;Afrodite;482;1860;565;1214;1063;976;11;Não
2016-01-26;64;77;Afrodite;1144;243;449;326;1459;1416;1;Não
2016-07-13;66;85;Afrodite;447;317;187;1475;996;1606;71;Não
2016-08-29;61;90;Afrodite;1155;1159;965;2005;1787;1847;158;Não
2016-12-04;60;78;Afrodite;1239;1933;953;554;387;248;7;Não
2016-04-07;62;77;Afrodite;1811;1274;762;980;1841;660;108;Não
2016-09-17;62;92;Afrodite;989;1862;1189;1941;617;1782;1;Não
2016-07-07;61;85;Afrodite;1138;284;1036;1038;1116;1109;1;Não
2016-11-28;62;75;Afrodite;1835;450;200;876;1609;1057;76;Não
2016-11-03;62;79;Afrodite;160;1135;174;973;712;906;181;Não
2016-10-07;63;86;Afrodite;1006;1203;769;360;1106;920;98;Não
2016-11-25;67;77;Afrodite;597;963;1587;1883;1879;268;1;Não
2016-01-26;66;79;Afrodite;1136;654;1653;1377;1724;1635;84;Não
2016-05-28;63;81;Afrodite;992;792;530;1088;450;185;21;Não
2016-03-12;65;75;Afrodite;705;1110;1026;1818;1554;1940;67;Não
2016-10-11;68;84;Afrodite;1317;1530;522;1752;1896;633;64;Não
2016-02-10;64;80;Afrodite;1838;1172;357;849;1926;653;260;Não
2016-01-15;61;81;Afrodite;396;176;1236;966;684;556;66;Não
2016-12-07;68;83;Afrodite;1759;1086;716;901;1965;193;12;Não
2016-08-06;68;83;Afrodite;894;562;420;190;239;438;27;Não
2016-06-13;67;81;Afrodite;779;275;1051;794;956;809;173;Não
2016-05-04;68;88;Afrodite;432;424;413;894;336;1145;163;Não
2016-02-04;67;78;Afrodite;204;1982;1174;1022;573;878;117;Não
2016-08-05;68;86;Afrodite;806;1098;1637;174;916;753;95;Não
2016-05-08;67;82;Afrodite;209;1702;1344;880;1108;1629;85;Não
2016-09-11;60;93;Afrodite;1047;265;1843;1043;1413;306;76;Não
2016-01-26;63;77;Afrodite;199;507;1577;1021;1104;1622;3;Não
2016-01-26;62;81;Afrodite;820;1159;1937;637;1477;921;85;Não
2016-09-28;65;91;Afrodite;1679;1709;458;1757;531;1905;28;Não
2016-02-01;60;78;Afrodite;1378;738;681;348;1230;1755;47;Não
2016-12-22;66;77;Afrodite;742;1480;679;1254;662;254;122;Não
2016-09-01;65;88;Afrodite;1205;225;476;604;296;1372;225;Não
2016-04-19;60;80;Afrodite;521;419;916;785;1352;1015;188;Não
2016-01-21;64;80;Afrodite;1398;623;1575;1523;1941;1594;7;Não
2016-02-19;67;81;Afrodite;486;1990;880;378;1105;1435;20;Não
2016-08-23;65;83;Afrodite;683;417;1522;2001;865;1621;16;Não
2016-12-03;67;79;Afrodite;775;591;1723;559;1906;1214;47;Não
2016-10-13;66;87;Afrodite;1757;1629;773;1654;1128;937;104;Não
